DIFFERENCE
99,398
100,396
100,397
96,399
97,400
97,401
97,402
98,400
98,401
99,399
99,400
96,402
98,402
98,403
98,404
99,401
99,402
99,403
97,405
98,405
98,406
98,407
98,408
99,404
99,405
99,406
99,407
100,404
100,405
100,406
97,408
98,409
98,410
98,411
99,408
99,409
99,410
100,407
100,408
100,409
97,411
98,412
98,413
98,414
99,411
99,412
99,413
100,410
100,411
100,412
97,414
98,415
99,414
99,415
99,416
100,413
100,414
100,415
98,417
99,417
99,418
99,419
99,420
100,416
100,417
100,418
100,419
101,416
101,417
101,418
98,420
99,421
99,422
99,423
100,420
100,421
100,422
101,419
101,420
101,421
98,423
99,424
99,425
99,426
100,423
100,424
100,425
101,422
101,423
101,424
98,426
99,427
99,428
99,429
100,426
100,427
100,428
101,425
101,426
101,427
98,429
99,430
99,431
99,432
100,429
100,430
100,431
101,428
101,429
101,430
98,432
99,433
99,434
99,435
100,432
100,433
100,434
101,431
101,432
101,433
98,435
99,436
99,437
99,438
100,435
100,436
100,437
101,434
101,435
101,436
98,438
99,439
99,440
99,441
100,438
100,439
100,440
101,437
101,438
101,439
98,441
99,442
99,443
99,444
100,441
100,442
100,443
101,440
101,441
101,442
98,444
98,446
98,447
99,445
99,446
99,447
100,444
100,445
100,446
101,443
101,444
101,445
98,445
98,448
99,448
100,447
101,446
97,448
94,448
94,449
95,449
95,450
96,449
96,450
96,451
97,449
97,450
97,451
98,449
98,450
98,451
99,449
99,450
100,448
100,449
96,448
93,447
93,448
93,449
94,450
95,451
94,446
91,445
91,446
91,447
92,444
92,445
92,446
92,447
92,448
93,443
93,444
93,445
93,446
94,443
94,444
94,445
91,444
92,443
93,442
94,442
95,448
92,449
93,450
94,451
95,447
94,447
91,448
96,447
95,446
97,447
97,446
97,445
96,446
96,445
96,444
95,445
95,444
94,441
95,443
92,442
93,441
94,440
98,443
98,442
97,444
97,443
97,442
96,443
96,442
96,441
93,440
94,439
95,442
92,441
95,441
92,440
93,439
94,438
95,440
92,439
93,438
94,437
98,440
98,439
97,441
97,440
97,439
96,440
96,439
96,438
93,437
94,436
95,439
92,438
95,438
92,437
93,436
94,435
95,437
92,436
93,435
94,434
98,437
98,436
97,438
97,437
97,436
96,437
96,436
96,435
93,434
94,433
95,436
92,435
95,435
92,434
93,433
94,432
95,434
92,433
93,432
94,431
98,434
98,433
97,435
97,434
97,433
96,434
96,433
96,432
93,431
94,430
95,433
92,432
95,432
92,431
93,430
94,429
95,431
92,430
93,429
94,428
98,431
98,430
97,432
97,431
97,430
96,431
96,430
96,429
93,428
94,427
95,430
92,429
95,429
92,428
93,427
94,426
95,428
92,427
93,426
94,425
98,428
98,427
97,429
97,428
97,427
96,428
96,427
96,426
93,425
94,424
95,427
92,426
95,426
92,425
93,424
94,423
95,425
92,424
93,423
94,422
98,425
98,424
97,426
97,425
97,424
96,425
96,424
96,423
93,422
94,421
95,424
92,423
95,423
92,422
93,421
94,420
95,422
92,421
93,420
94,419
98,422
98,421
97,423
97,422
97,421
96,422
96,421
96,420
93,419
94,418
95,421
92,420
95,420
92,419
93,418
94,417
95,419
92,418
93,417
94,416
91,415
91,416
91,417
92,414
92,415
92,416
92,417
93,413
93,414
93,415
93,416
98,419
98,418
97,420
97,419
97,418
96,419
96,418
95,418
95,417
98,416
101,415
97,417
97,416
97,415
96,417
96,416
96,415
95,416
95,415
95,414
92,413
93,412
94,415
91,414
94,414
91,413
92,412
93,411
94,413
91,412
92,411
93,410
97,413
97,412
96,414
96,413
96,412
95,413
95,412
95,411
92,410
93,409
94,412
91,411
94,411
91,410
92,409
93,408
94,410
91,409
92,408
93,407
97,410
97,409
96,411
96,410
96,409
95,410
95,409
95,408
92,407
93,406
94,409
91,408
94,408
91,407
92,406
93,405
94,407
91,406
92,405
93,404
97,407
97,406
96,408
96,407
96,406
95,407
95,406
94,406
91,405
92,404
94,405
91,404
92,403
97,404
100,403
97,403
100,402
96,405
96,404
96,403
95,405
95,404
95,403
92,402
94,404
91,403
94,403
91,402
92,401
94,402
91,401
92,400
93,403
90,402
90,403
90,404
93,402
90,401
91,400
92,399
93,401
90,400
91,399
92,398
96,401
96,400
95,402
95,401
95,400
95,399
93,397
90,396
90,397
90,398
91,395
91,396
91,397
91,398
92,394
92,395
92,396
92,397
93,394
93,395
93,396
90,395
91,394
92,393
93,393
94,401
94,400
94,399
94,398
93,400
90,399
93,399
93,398
96,398
95,398
95,397
94,397
94,396
97,395
96,397
96,396
96,395
95,396
95,395
95,394
93,392
94,395
94,394
91,393
92,392
93,391
94,393
91,392
92,391
93,390
97,393
97,392
96,394
96,393
96,392
95,393
95,392
95,391
92,390
93,389
94,392
91,391
94,391
91,390
92,389
93,388
94,390
91,389
92,388
93,387
97,390
97,389
96,391
96,390
96,389
95,390
95,389
95,388
92,387
93,386
94,389
91,388
94,388
91,387
92,386
93,385
94,387
91,386
92,385
93,384
97,387
97,386
96,388
96,387
96,386
95,387
95,386
95,385
92,384
93,383
94,386
91,385
94,385
91,384
92,383
93,382
94,384
91,383
92,382
93,381
97,384
97,383
96,385
96,384
96,383
95,384
95,383
95,382
92,381
93,380
94,383
91,382
94,382
91,381
92,380
93,379
94,381
91,380
92,379
93,378
97,381
97,380
96,382
96,381
96,380
95,381
95,380
95,379
92,378
93,377
94,380
91,379
94,379
91,378
92,377
93,376
94,378
91,377
92,376
93,375
97,378
97,377
96,379
96,378
96,377
95,378
95,377
95,376
92,375
93,374
94,377
91,376
94,376
91,375
92,374
93,373
94,375
91,374
92,373
93,372
97,375
97,374
96,376
96,375
96,374
95,375
95,374
95,373
92,372
93,371
94,374
91,373
94,373
91,372
92,371
93,370
94,372
91,371
92,370
93,369
97,372
97,371
96,373
96,372
96,371
95,372
95,371
94,371
91,370
92,369
94,370
91,369
92,368
97,369
100,368
97,368
100,367
96,370
96,369
96,368
95,370
95,369
95,368
92,367
94,369
91,368
94,368
91,367
92,366
94,367
91,366
92,365
93,368
90,367
90,368
90,369
93,367
90,366
91,365
92,364
93,366
90,365
91,364
92,363
96,366
96,365
95,367
95,366
95,365
95,364
93,362
90,361
90,362
90,363
91,360
91,361
91,362
91,363
92,359
92,360
92,361
92,362
93,359
93,360
93,361
90,360
91,359
92,358
93,358
94,366
94,365
94,364
94,363
93,365
90,364
93,364
93,363
95,363
94,362
96,363
96,362
96,361
95,362
95,361
95,360
94,361
94,360
93,357
94,359
91,358
92,357
93,356
97,359
97,358
96,360
96,359
96,358
95,359
95,358
95,357
92,356
93,355
94,358
91,357
94,357
91,356
92,355
93,354
94,356
91,355
92,354
93,353
97,356
97,355
96,357
96,356
96,355
95,356
95,355
95,354
92,353
93,352
94,355
91,354
94,354
91,353
92,352
93,351
94,353
91,352
92,351
93,350
97,353
97,352
96,354
96,353
96,352
95,353
95,352
95,351
92,350
93,349
94,352
91,351
94,351
91,350
92,349
93,348
94,350
91,349
92,348
93,347
97,350
97,349
96,351
96,350
96,349
96,348
94,346
91,345
91,346
91,347
92,344
92,345
92,346
92,347
93,343
93,344
93,345
93,346
94,343
94,344
94,345
91,344
92,343
93,342
94,342
91,341
91,342
91,343
92,340
92,341
92,342
93,339
93,340
93,341
94,341
91,340
92,339
93,338
94,338
94,340
91,339
92,338
93,337
94,337
94,339
91,338
92,337
93,336
94,336
95,350
95,349
95,348
95,347
94,349
91,348
94,348
94,347
97,347
97,346
96,347
96,346
96,345
95,346
95,345
95,344
98,344
98,343
97,345
97,344
97,343
96,344
96,343
96,342
95,343
95,342
95,341
97,342
96,341
95,340
97,341
97,340
97,339
96,340
96,339
96,338
95,339
95,338
94,335
95,337
92,336
93,335
94,334
98,337
98,336
97,338
97,337
97,336
97,335
95,333
92,332
92,333
92,334
93,331
93,332
93,333
93,334
94,330
94,331
94,332
94,333
95,332
92,331
93,330
95,331
92,330
93,329
96,337
96,336
96,335
96,334
95,336
92,335
95,335
95,334
98,334
97,334
97,333
96,333
96,332
99,331
98,333
98,332
97,332
99,329
100,326
101,327
102,328
99,328
99,325
100,325
101,326
102,327
98,331
98,330
98,329
98,328
97,331
97,330
97,329
96,331
96,330
96,329
93,328
