DIFFERENCE
297,389
297,388
297,387
298,390
298,389
298,388
298,387
298,386
299,391
299,390
299,389
299,388
299,387
299,386
299,385
300,391
300,390
300,389
300,387
300,386
300,385
301,391
301,390
301,389
301,388
301,387
301,386
301,385
302,390
302,389
302,388
302,387
302,386
303,389
303,388
303,387
300,384
301,384
301,383
302,385
302,384
302,383
303,386
303,385
303,384
303,383
304,388
304,387
304,386
304,385
304,384
305,387
305,386
305,385
302,382
303,382
303,381
304,383
304,382
304,381
305,384
305,383
305,382
305,381
306,386
306,385
306,384
306,383
306,382
307,385
307,384
307,383
304,380
305,380
305,379
306,381
306,380
306,379
307,382
307,381
307,380
307,379
308,384
308,383
308,382
308,381
308,380
309,383
309,382
309,381
304,379
305,378
306,378
306,377
307,378
307,377
308,379
308,378
308,377
309,380
309,379
309,378
310,381
310,380
310,379
302,379
302,378
302,377
303,380
303,379
303,378
303,377
303,376
304,378
304,377
304,376
304,375
305,377
305,376
305,375
306,376
306,375
307,376
301,378
301,377
301,376
302,376
302,375
303,375
303,374
304,374
305,374
299,376
299,375
299,374
300,377
300,376
300,375
300,374
300,373
301,375
301,374
301,373
301,372
302,374
302,373
302,372
303,373
303,372
304,373
298,375
298,374
298,373
299,373
299,372
300,372
300,371
301,371
302,371
296,374
296,373
296,372
297,375
297,374
297,373
297,372
297,371
298,376
298,372
298,371
298,370
299,371
299,370
300,370
295,377
295,376
295,375
296,378
296,377
296,376
296,375
297,379
297,378
297,377
297,376
298,379
298,378
298,377
299,379
299,378
299,377
300,378
298,380
299,381
299,380
300,381
300,380
300,379
301,381
301,380
301,379
302,380
300,382
301,382
302,381
299,382
300,383
297,384
297,383
297,382
298,385
298,384
298,383
298,382
298,381
299,384
299,383
296,384
296,383
296,382
297,385
297,381
294,382
294,381
294,380
295,383
295,382
295,381
295,380
295,379
296,381
296,380
296,379
297,380
294,379
295,378
292,379
292,378
292,377
293,380
293,379
293,378
293,377
293,376
294,378
294,377
294,376
294,375
291,377
291,376
291,375
292,376
292,375
292,374
293,375
293,374
293,373
294,374
294,373
295,374
295,373
291,378
291,379
292,380
293,381
290,382
290,381
290,380
291,383
291,382
291,381
291,380
292,384
292,383
292,382
292,381
293,384
293,383
293,382
294,384
294,383
291,384
292,385
293,386
293,385
294,386
294,385
295,386
295,385
295,384
296,385
294,387
295,388
295,387
296,388
296,387
296,386
297,386
296,389
290,383
289,382
289,381
289,380
290,379
289,379
290,378
288,380
288,379
288,378
289,378
289,377
290,377
290,376
295,372
294,372
296,371
295,371
297,370
301,370
310,382
308,385
309,384
310,383
307,386
306,387
305,388
304,389
303,390
302,391
297,390
DIFFERENCE
293,366
293,365
293,364
294,367
294,366
294,365
294,364
294,363
295,368
295,367
295,366
295,365
295,364
295,363
295,362
296,368
296,367
296,366
296,364
296,363
296,362
297,368
297,367
297,366
297,365
297,364
297,363
297,362
